CodCopidrogas,EAN BARRAS
100000281,7501324407450
100020666,7707232090016
100000290,5000455006010
100000298,7896206406660
100000300,7896206406653
100012781,7321831611962
100023126,5000456009874
100000307,7321837701650
200026872,7707274980054
100020368,7501124182021
100019780,7501124181765
100018541,7707274980030
200019217,7707242010288
100015090,7707232091259
100016820,7707271451250
200024568,7707271451397
200029574,7702645200274
200025381,7611841346207
100024005,8901117231511
100024000,8901117228795
200022246,7703166002620
100023996,8901117228764
100024002,8901117231542
200036823,7707206423819
200028665,7707206423802
200029765,7707206423901
200036805,7702109008392
100023997,8901117228771
100023762,5703562001007
100022710,7707274721053
100024502,7707274724009
100023973,7707274721510
200029575,7702645200342
100023975,7707274721930
100023992,7707274721909
100022706,7707274721084
100003050,7707333770176
100022705,7707274721183
100022704,7707274721091
100024483,7707274721619
100024482,7707274721299
200033148,7707274910303
200000086,7702645100017
200015262,7707260160170
100003051,7707333770183
100023155,7707274723972
100022707,7707274721107
100023745,7707274723347
200033034,7706849113569
200033033,7706849113576
100023691,7795380000940
100020565,7702207574003
100023154,7707274723286
100024492,7707274724184
100023750,7707274721039
100001639,7702605102037
200035070,7707274721978
100023749,7707274722715
A3101,7703712031012
100022410,7707274721206
100022703,7707274724139
10410,7703799104104
10905,7703799109055
11098,7703799110983
10505,7703799105057
11552,7703799115520
11553,7703799115537
11557,7703799115575
100005718,7702057070151
A3544,7703712035447
A3545,7703712035454
11559,7703799115599
11561,7703799115612
A3100,7703712031005
T0076265,7702057076269
11601,7703799116015
11429,7703799114295
100003078,7707177970466
11405,7703799114059
11409,7703799114097
11097,7703799110976
100023715,7704412100091
31011,7703799310116
T0858852,7702057858858
100022512,7702057090920
100022514,7702057719098
100022513,7702057090937
31027,7703799310277
T0091033,7702057091033
31035,7703799310352
31048,7703799310482
31102,7703799311021
100017692,7703153023928
100024284,7702057708955
100024285,7702057708962
31103,7703799311038
31104,7703799311045
31105,7703799311052
34653,7703799346535
34651,7703799346511
100023340,7706569022899
34652,7703799346528
200034076,0
200034077,0
200034078,0
200034079,0
100001350,7707355050034
200019258,7707355050973
100018867,7702973043536
100015318,7702973043789
100011813,7702973043819
100000623,7702973043802
100015317,7702973043840
20211,7703799202114
A3195,7703712031951
20213,7703799202138
100014388,7703038050025
21101,7703799211017
21113,7703799211130
100016787,7702195048814
21106,7703799211062
A3190,7703712031906
A947791,7709990212280
A3525,7703712035256
21107,7703799211079
21301,7703799213011
21302,7703799213028
21305,7703799213059
21306,7703799213066
200004579,7707141349014
200004580,7707141348970
A698942,7707035510513
200004581,7707141349199
200004590,7707141301524
200004586,7707141301586
200004593,7707141317983
200004598,7707141349366
200004605,7707141349359
200004609,7707141349311
100021283,0
100009835,7702057074715
100018854,7702057064730
200004610,7707141349304
200010781,7707141349281
100022954,7702184640029
T0077572,7702057077570
200036058,7702123010999
100023882,7702123010951
100023883,7702123010968
200033618,7702123009382
200022274,7703166001210
200036057,7702123010784
100005089,7702123800521
200019356,7702502016154
200032364,7702502020939
A633776,77031660010292
200020368,7705471300125
200036350,7702123011194
200033154,7707274910723
200032363,7702502020946
200035265,7702123010487
100023416,7702123414148
100000450,7702123003014
100000451,7702123002826
200000090,7702645201745
100006930,7702123003922
100013234,7793640216339
100021561,7702123008101
100005405,7795320050127
100005471,7702502201109
100005472,7702502201307
100023692,7702123010562
100018122,7703038066484
100023689,7702123010555
100001408,7702184010464
100001411,7702184030011
100005474,7702502010992
100024546,7709990089684
A3349,7703712033498
100000461,7702123006756
100013940,7702123006794
100021541,7702123008156
100000624,7702973031533
100017401,7702123007425
100017400,7702123007418
100019027,7703153026745
100022974,811726001109
100015756,7415100400187
200020366,7705471300200
100018993,7702184010044
100015757,7415100400194
100019346,7702123005483
200033152,7707274910914
100005035,7702123005520
200029807,7702645208058
100005036,7702123005513
A946239,796362600032
A946240,796362600087
100022986,7702123010418
100016868,7703546014076
100004302,7703546018029
100004303,7703546156004
100023278,7702635424529
100023279,7702635424536
100023735,7702635711506
100020008,7702123006930
100021201,7702870070710
A949186,27500435002923
A922271,650240014581
A949832,650240035159
200036034,7702113037814
200034881,7702277139898
100020010,7702123006947
100016320,7702123006817
200035607,7509552914030
200035608,7509552915327
200035602,7509552914429
200034609,7500435016919
100020790,7702123007876
200025389,7702045531992
100022772,7702123009856
100016323,7702123006800
100022773,7702123009870
100000477,7702123006718
200034561,7702113037289
200035511,7702113035773
200034556,7702113037319
200035509,7702113035797
200034565,7702113037302
200035513,7702113035810
200035531,7702113035759
200034558,7702113037272
200034560,7702113035735
100021195,7702123007807
100022771,7702123009535
100022770,7702123009528
200028659,7506309840567
100000482,7501303010701
100000483,7501303458206
100000490,7503034010807
200035061,7702123009740
200032025,7702354937478
200032979,7702123008453
200032978,7702123008460
200035496,7506306240100
200032190,7702045551709
100000504,7702123006732
200035442,7891150050815
200035634,7702277144373
200035635,7702277144380
200034569,7702113037470
200034571,7702113037494
100000505,7702123006749
100024477,7702870004456
100024480,7702870072462
200035256,0
100019834,7702123006701
100016373,7702123007067
200024294,7702113023718
100000510,7702123828631
100022933,7702123008811
200032259,0
200032263,0
200033222,7506306233621
200031913,7506339346091
200026324,7702277039785
200032740,7702277135463
200032731,7702277135456
200036956,9310714221273
200036953,9310714221228
100016229,7415100400262
200029239,7702354934767
200029240,7702354934774
100016792,7702502017946
100016793,7702502017953
200029238,7702354934750
200036760,7702354943882
200033206,7702354938734
200029241,7702354934781
100016810,7702502017960
200029237,7702354934682
200033791,7702277144557
200026992,7891150019492
100005515,7702502214505
100005415,7896116861139
200025994,7891150017375
100007919,7702502015782
100005536,7702502222005
200023817,7891150008816
100005537,7702502222609
100009597,7702502014051
200034044,7891150043282
100005540,7702502222401
200024840,7509552900064
100021843,7702123001423
100007740,7702123006862
200027801,7509552906226
200036348,7702123009924
200030045,7509552908558
100019045,4260085521357
100014802,7415100401429
100014283,7702123001348
100023551,7702123008446
200027154,7501007496498
100017192,7702123006824
200033662,381519181726
200036443,381519180750
200036444,381519180767
100005423,7501303436501
100005424,7703331102902
100005425,7703331103008
100017026,7702123003137
200019632,7702031878421
200023667,7702502018165
200037154,7702123011231
200022873,7702502017991
100011240,7703331110792
200029835,7702045547757
200022052,7702045519747
200032751,7702045552263
200029837,7702045548310
200029838,7702045548303
100015155,7501092721116
100010590,7896116861245
200035942,7709091662243
100016873,7795320051254
200024292,7702113023732
200022911,7702113023855
200035359,7702123010586
100005085,7896226503028
100016510,7793640790532
200007208,7703644001039
200024561,7703644001404
200023172,7703644001206
100005455,7795320050325
100020854,7702123006893
200012973,7501001303501
200016751,7501007457826
200031316,7506295396352
200031314,7506295396369
200023286,7506195126493
100007916,7702123006879
100021282,7702123008057
200029808,7506309863283
200029809,7506309863306
100019140,7702123005421
100019139,7702123005438
100021281,7702123008040
200034312,7500435106399
100019142,7702123005445
100019141,7702123005452
100021220,7702123007890
100016012,7702123002109
200002755,7702502705409
200027891,7702354931612
200036351,7702123011019
200026235,7702354930370
200019494,7702502017052
200022520,7702502017700
200002761,7702502705300
200015270,7702502015188
200024946,7702502019681
200023666,7702502018431
200034999,7506306237964
200032250,7506306233232
200037109,7702123011248
200015535,7791293008677
200034764,7506306237117
200002763,7702502708202
200036349,7702123011163
200033973,7702045552997
200029332,7702045548136
200036950,7702123011200
200032541,7506306226302
200037153,7702123011170
200015268,7702502015201
200034196,7702277144311
200034195,7702277144328
200033318,7702277130864
200033630,7702123009481
100019571,7702207312544
200033628,7702123009467
200033627,7702123009450
200033629,7702123009474
100021562,7702123007456
100024363,7703546703116
100018667,7703546012300
100004305,7703546012201
100005464,7896116861610
100022709,7707274723736
100012454,7896116861733
200004626,382903023493
200004627,382903023516
200004628,7501073023529
200025874,382903204786
100015675,7591044912419
100013233,7793640216315
200004636,7707041800110
100008956,7702645100024
200030555,7707206270482
200000947,7707206278457
200000948,7707206276439
200018076,7707206270215
200004641,382903883127
100017130,7703283401733
100019060,7707236675073
200009936,7707041800219
100000456,7591165860545
200009937,382903883332
100000459,7591165860576
200009710,7707041800240
200009939,7707041800202
200009940,382903883363
200004651,8428235000305
100022872,7703158001822
100023261,7703158001839
100018322,7704039110572
100018321,7704039110589
200004662,7501073024991
200004663,382903096534
100001181,7707355052106
200027629,382904916015
200027630,382904917012
200020677,382906713018
200033028,7707249339092
200033026,7707249339108
200033027,7707249339122
200029896,7707249333403
200029894,7707249333359
200029895,7707249333410
200029897,7707249333427
200029898,7707249333168
200029893,7707249333274
200034378,7707355400877
200034436,7707355400860
200034380,7707355400815
200034437,7707355400853
200034435,7707355400846
200034379,7707355400822
200034434,7707355400839
200035457,7707355401164
200035458,7707355401171
200029889,7707249333335
200029891,7707249333328
200029890,7707249333311
200004665,7501543267163
200023330,382906732019
200035459,7707355401157
200029888,7707249333298
200029887,7707249333281
200029900,4719003830090
200027631,382904918019
100005406,7795320000559
200020523,382903002795
200035955,7702003006289
200035467,7702003006159
200035468,7702003005565
200033786,4005900315861
200033784,4005900315847
200035469,7702003005442
200034964,7702003005558
100023038,7702132011406
200034961,7702003005466
200034962,7702003005473
100022106,7702132120986
200033783,4005900315830
200033785,4005900315854
200013177,7702003767449
200036147,4005900350299
100021864,7702132044336
200019361,4005808239603
200008098,4005808856619
100018590,7702132009137
200015721,4005808856756
200026619,42239901
100021965,7702132018481
200028343,4005808847044
100005466,7702502011210
100016031,7702502017571
100021351,7702502020120
100012592,7501050618816
100005467,7702502011227
T0683696,7793253471705
T0684248,7793253471606
200033511,4005900263216
200033513,4005808944774
200004685,7702003093210
200004688,7702003000911
200027361,7707355051086
200033782,7702003991905
200026618,4005900012234
200028830,7707355051093
200036627,7702003006883
200031171,4005808843039
200036831,7704768001431
100000175,7896548163818
100018060,7702057010690
100018061,7702057010706
200031172,4005808843053
200031173,4005808843077
100017961,7702057011185
A946270,7702123009146
200033923,4005900336538
200004698,7804955003634
200004700,7804955003702
200015090,7702003988233
200004701,7804955003672
200015091,7702003988226
200004702,7804955003689
200036011,42277071
200032394,7702113033526
100013684,736085213195
200004398,7705737000097
200004399,7705737000066
200034150,7702535010327
200023010,4005900028914
200029419,7703166003627
200002020,7707260160293
200019218,7707242010295
200023009,4005900030887
200029420,7703166002743
200002021,7707260160316
200027992,4005808736065
200024312,7707145302619
200024311,7707145301308
200014254,7703752452754
100001177,7707020410026
100001178,7707020410057
200013281,4005808323258
200016623,4005808315109
200010867,4005808323234
200027993,4005808736072
200017462,4005808041817
A176997,7707141349045
200017463,4005808352630
200017464,4005808024742
200017194,76690000361
200004719,4005808315680
200016622,4005808315093
200034917,7709880588402
200004725,4005808319695
200024049,7702003000607
200024048,4005805129273
200011742,4005808341757
200016624,4005808321216
200011741,4005808336845
200036010,42277064
200036012,42277088
200036008,42277040
200034916,7709514060519
200036009,42277057
200036013,42277095
200031509,4005808547760
200031510,4005808553006
200033515,4005900013989
200004625,382903023462
200004621,382903023479
200016124,4005808818587
200004634,382903023509
200012664,4005808846290
200012663,4005808846283
200024487,382903023530
200024488,382903023547
200004631,382903023554
200004632,382903023578
200004622,7707200902044
200004623,382903023585
200004624,382903051076
200024486,382903051083
200033583,4005900225634
200023327,382900147031
200023326,382900121031
100018090,7703689011024
200033582,4005900225641
200033581,4005900225658
200004880,4005808890590
100022924,7707200906646
200029608,4005808515592
200004881,42207573
200004891,4005808553846
100014392,7707177972781
100014394,7707177972842
100014393,7707177971777
200004893,4005808553839
200004892,4005808179688
200036926,4005800187834
200004727,7702003009389
200035771,7702003006753
200024183,42213703
100021124,7707177970435
100024405,7401066272951
100024406,7401066272968
200036026,42332909
100019314,7703546015301
100019313,7703546013307
200036027,42332947
100020540,7703546014991
100020327,7703546016339
100020328,7703546016995
200036021,42332862
200035009,7702010320200
200005352,7702010320286
200036025,42332930
200036022,42332886
100008938,7703454120593
100015534,7703454121774
200027836,42236986
100000026,7703158000962
100018746,7730698011752
100012478,7703153019587
200036023,42332893
200036024,42332923
200018663,42126560
200022389,4005808837472
A3340,7703712033405
200030031,7501054526131
200024186,4005900036759
100020300,7707200900705
200024185,4005900036704
200030463,7702003002236
A3341,7703712033412
200004758,4005808257584
200018000,4005808257669
100020301,7707200900699
100013866,sin asignacion
200020271,4005808307326
200027833,4005808719280
200027834,4005808719273
100009257,7703153012540
200031579,7702003003318
200035287,8018190084436
200035435,8018190081947
200034458,8018190077568
200031583,7702003003356
200035860,8018190070231
200035956,4005900374653
100004749,7707176460494
100020922,7706849116775
100023178,7707242010363
100000176,7501088618505
200031586,7702003003387
200022398,4005808829675
200031588,7702003003400
200030032,4005900081087
T0075057,7702057075057
T0643524,7702057643522
T0075088,7702057075088
T0075101,7702057075101
A924515,7702560008856
200024181,4005900036728
200024182,4005900036667
200017999,4005808837311
200020270,4005808305766
200027831,4005808719242
200035290,4005800137532
200037080,7702003007392
200014861,7702003010002
200036124,8412300817028
A783888,7702560026577
A388828,7702560009532
A388830,7702560009525
100017611,7705366400084
100020390,7705366400305
200004867,4005808612703
200024187,4005800061585
200036331,7702003006197
200019933,7707260160446
200016558,4005800021923
200000093,7702645100437
200024977,4005900000767
200004786,7804955038209
200004787,7804955038216
100001561,6001390118270
200021647,4005900000774
100023604,7707184601032
100023276,7707184600875
100023277,7707184600899
100023275,7707184600585
100020745,7707184600592
200025324,4005800016783
200017973,4005800630538
200004789,4005800086380
100005733,7702057070175
100020879,7704412100527
100022793,7702207700556
200004790,7804955036182
200020896,4005800077937
200020991,4005800027468
200032193,4005900140906
200018602,7890704817515
200024050,4005808539864
200004844,7804955097985
200014500,7804955003160
100022471,7702057012519
200021055,4005800021268
200033449,4005900228802
100021956,7706127000017
100000553,7703234100395
200022391,4005808538560
200022392,4005808538553
100022641,7702207700334
100022642,7702207700327
200004851,8412300001175
100018279,7501092720560
100020066,7501092720997
200028966,676194960705
100020821,676194960668
100020421,676194174393
100020818,676194963522
100013761,7707355050942
100019896,7709990747355
200013175,4005808182510
100020187,676194963379
100000556,7703234100029
100023734,7703234103976
200035706,7702003006074
100000559,7703234100043
200004863,8412300813006
200013178,7702003017438
100024104,7707355054469
100024105,7707355054476
200011516,7702003459016
200019137,7704941010038
100022122,7702560035302
200018630,7702003990823
200004832,7501020626438
200028527,7319470031289
200036544,7702003006272
200018405,7707364802006
200034310,7702003005626
200034307,4005800166129
200022399,4005800026546
200033719,4005800165849
200017900,4005800012921
200034309,4005800166136
200033716,4005800165795
200020142,7702057077082
A452627,7702560000294
200033718,4005800165825
200032192,4005800108532
T0079356,7702057079352
T0643982,7702057643980
T0643968,7702057643966
T0643951,7702057643959
200033717,4005800165818
T0675561,7702136675567
A253926,7702560000287
200031010,7702000000000
T0643579,7702057643577
200004795,4005800631702
200036528,4005800186660
200035055,7702003006128
200023558,4005808377534
200024405,7702560031014
200016625,4005808850839
200018783,7890704850888
200026835,4005808369621
200030953,7702560006562
200020447,7702057077068
200035413,7702057079321
200030030,4005808922130
200020448,7702057077051
200036490,4005900198792
200035415,7702057061517
T0643913,7702057643911
T0643807,7702057643805
T0643784,7702057643782
T0643777,7702057643775
T0645483,7702057645489
T0643739,7702057643737
T0643753,7702057643751
T0645490,7702057645496
200028101,7702313805039
100015428,7702057077426
200035395,4005900288073
100010434,7702057070335
200031890,7702003003509
200031891,7702003003516
200004901,4005808185276
200004941,4005808200108
100000463,7702123006770
200004943,8412300001182
200031445,7702277130482
200031446,7702277130161
200034879,7702277149088
200033824,7702277130826
200034493,7702277148715
200034494,7702277148722
200028618,48526001729
100004277,7706142101010
100019859,7706142101065
100010633,7707334710010
200035337,7702277151913
200035338,7702277151920
200035336,7702277151906
200032730,7702277135401
200034401,7702277140672
200027424,7702117012381
200006220,7702386010606
200031232,7702277120551
200031233,7702277127543
200034406,7702277140665
200031234,7702277127550
200034403,7702277140634
200035329,7702277151890
100023177,7707242010431
200034993,7702277148067
100022331,7800020178504
200034405,7702277140764
200034991,7702277149415
100004278,7706142305081
100006318,7707236677732
100000205,7707236678098
200028022,7702277049890
200030786,7702277134930
200029549,7702277120858
200033805,7702277130871
200033806,7702277130918
200033807,7702277130888
200023945,7702277074656
100014689,7703432421735
100023647,7702605107551
100014690,7703432421742
100008142,7705959005108
100014309,7707269950116
200032802,7702870053263
100023431,7702870053645
200023943,7702277074670
200032911,7702870053225
200026328,7702277039778
200034870,7702277134961
200034683,7702277143581
200030849,7702277135012
200023994,7702277075158
200021118,7702277064152
200033811,7702277136309
200029542,7702277124535
200032855,7702277138532
200033812,7702277130895
100022508,7702057100360
100023296,7702057100452
100023297,7702057100469
100023298,7702057100476
T0100311,7702057100315
T0100328,7702057100322
T0100335,7702057100339
100020196,7702057108519
100020195,7702057109257
100020194,7702057111632
A253043,7704805000243
200034869,7702277134862
200035814,7702277152187
200030779,7702277134848
200035815,7702277152194
A676655,77031660031082
200002027,7707260162075
200030863,7702277134855
100023175,7707242010455
200034116,7709951421652
200034115,7709990602685
100000320,7591044006163
100000321,7591044006170
100015370,7501165006072
100016867,7706263020542
